route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
"100016","SATURDAY","24664824","TAHLEQUAH","LOCAL",0,"3381242","21118333"
"100016","SATURDAY","24664825","TAHLEQUAH","LOCAL",0,"3381242","21118333"
"100016","SATURDAY","24664826","TAHLEQUAH","LOCAL",0,"3381242","21118333"
"100016","SATURDAY","24664827","TAHLEQUAH","LOCAL",0,"3381242","21118333"
"100016","SATURDAY","24664828","BURTON","LOCAL",0,"3381242","21118355"
"100016","SATURDAY","24664829","BURTON","LOCAL",0,"3381242","21118355"
"100016","SATURDAY","24664830","BURTON","LOCAL",0,"3381242","21118355"
"100016","SATURDAY","24664831","BURTON","LOCAL",0,"3381242","21118355"
"100016","SATURDAY","24664833","FERRY TERMINAL, VIA SHUTTLE","LOCAL",1,"3381242","10118351"
"100016","SATURDAY","24664834","FERRY TERMINAL, VIA SHUTTLE","LOCAL",1,"3381242","10118351"
"100016","SATURDAY","24664835","FERRY TERMINAL, VIA SHUTTLE","LOCAL",1,"3381242","10118351"
"100016","SATURDAY","24664836","FERRY TERMINAL, VIA SHUTTLE","LOCAL",1,"3381242","10118351"
"100016","SATURDAY","24664837","FERRY TERMINAL, VIA SHUTTLE","LOCAL",1,"3381242","10118353"
"100016","SATURDAY","24664838","FERRY TERMINAL, VIA SHUTTLE","LOCAL",1,"3381242","10118353"
"100016","SATURDAY","24664839","FERRY TERMINAL, VIA SHUTTLE","LOCAL",1,"3381242","10118353"
"100265","SATURDAY","24664707","WEDGWOOD, UNIVERSITY DISTRICT","EXPRESS",0,"3381243","11071624"
"100265","SATURDAY","24664709","WEDGWOOD, UNIVERSITY DISTRICT","LOCAL",0,"3381243","11071622"
"100266","SATURDAY","24664710","LAKE CITY, UNIVERSITY DISTRICT","LOCAL",0,"3381243","11072273"
"100266","SATURDAY","24664711","DOWNTOWN SEATTLE, UNIVERSITY DISTRICT","LOCAL",1,"3381243","20072277"
"100265","SATURDAY","24664712","WEDGWOOD, UNIVERSITY DISTRICT","LOCAL",0,"3381243","11071622"
"100266","SATURDAY","24664719","LAKE CITY, UNIVERSITY DISTRICT","LOCAL",0,"3381243","11072273"
"100266","SATURDAY","24664720","DOWNTOWN SEATTLE, UNIVERSITY DISTRICT","EXPRESS",1,"3381243","20072278"
"100265","SATURDAY","24664723","WEDGWOOD, UNIVERSITY DISTRICT","EXPRESS",0,"3381243","11071623"
"100265","SATURDAY","24664724","DOWNTOWN SEATTLE, UNIVERSITY DISTRICT","EXPRESS",1,"3381243","20071628"
"100265","SATURDAY","24664737","DOWNTOWN SEATTLE, UNIVERSITY DISTRICT","LOCAL",1,"3381243","20071627"
"100265","SATURDAY","24664739","DOWNTOWN SEATTLE, UNIVERSITY DISTRICT","LOCAL",1,"3381243","20071627"
"100265","SATURDAY","24664743","DOWNTOWN SEATTLE, UNIVERSITY DISTRICT","LOCAL",1,"3381243","20071626"
"100267","SATURDAY","24664761","JACKSON PARK","EXPRESS",0,"3381243","11073288"
"100267","SATURDAY","24664762","DOWNTOWN SEATTLE","EXPRESS",1,"3381243","20073293"
"100267","SATURDAY","24664772","DOWNTOWN SEATTLE, UNIVERSITY DISTRICT","LOCAL",1,"3381243","20073292"
"100266","SATURDAY","24664783","LAKE CITY, UNIVERSITY DISTRICT","EXPRESS",0,"3381243","11072275"
"100266","SATURDAY","24664784","DOWNTOWN SEATTLE, UNIVERSITY DISTRICT","EXPRESS",1,"3381243","20072278"
"100265","SATURDAY","24664708","WEDGWOOD, UNIVERSITY DISTRICT","LOCAL",0,"3381244","11071622"
"100266","SATURDAY","24664713","LAKE CITY, UNIVERSITY DISTRICT","EXPRESS",0,"3381244","11072274"
"100266","SATURDAY","24664714","DOWNTOWN SEATTLE, UNIVERSITY DISTRICT","EXPRESS",1,"3381244","20072278"
"100265","SATURDAY","24664730","WEDGWOOD, UNIVERSITY DISTRICT","LOCAL",0,"3381244","11071622"
"100265","SATURDAY","24664732","WEDGWOOD, UNIVERSITY DISTRICT","LOCAL",0,"3381244","11071621"
"100265","SATURDAY","24664735","DOWNTOWN SEATTLE, UNIVERSITY DISTRICT","LOCAL",1,"3381244","20071627"
"100265","SATURDAY","24664742","DOWNTOWN SEATTLE, UNIVERSITY DISTRICT","LOCAL",1,"3381244","20071625"
"100265","SATURDAY","24664755","WEDGWOOD, UNIVERSITY DISTRICT","EXPRESS",0,"3381244","11071623"
"100266","SATURDAY","24664756","LAKE CITY, UNIVERSITY DISTRICT","LOCAL",0,"3381244","11072273"
"100267","SATURDAY","24664767","JACKSON PARK","EXPRESS",0,"3381244","11073289"
"100267","SATURDAY","24664768","DOWNTOWN SEATTLE","EXPRESS",1,"3381244","20073293"
"100267","SATURDAY","24664778","JACKSON PARK","EXPRESS",0,"3381244","11073288"
"100267","SATURDAY","24664779","DOWNTOWN SEATTLE","EXPRESS",1,"3381244","20073293"
"100266","SATURDAY","24664785","DOWNTOWN SEATTLE, UNIVERSITY DISTRICT","LOCAL",1,"3381244","20072277"
"100265","SATURDAY","24664786","DOWNTOWN SEATTLE, UNIVERSITY DISTRICT","EXPRESS",1,"3381244","20071628"
"100266","SATURDAY","24664787","DOWNTOWN SEATTLE, UNIVERSITY DISTRICT","LOCAL",1,"3381244","20072277"
"100267","SATURDAY","24664793","JACKSON PARK, UNIVERSITY DISTRICT","LOCAL",0,"3381244","11073287"
"100267","SATURDAY","24664794","DOWNTOWN SEATTLE, UNIVERSITY DISTRICT","LOCAL",1,"3381244","20073292"
"100266","SATURDAY","24664705","LAKE CITY, UNIVERSITY DISTRICT","EXPRESS",0,"3381245","11072274"
"100266","SATURDAY","24664706","DOWNTOWN SEATTLE, UNIVERSITY DISTRICT","EXPRESS",1,"3381245","20072278"
"100265","SATURDAY","24664727","WEDGWOOD, UNIVERSITY DISTRICT","EXPRESS",0,"3381245","11071624"
"100265","SATURDAY","24664728","WEDGWOOD, UNIVERSITY DISTRICT","LOCAL",0,"3381245","11071622"
"100266","SATURDAY","24664731","LAKE CITY, UNIVERSITY DISTRICT","LOCAL",0,"3381245","11072272"
"100265","SATURDAY","24664738","DOWNTOWN SEATTLE, UNIVERSITY DISTRICT","LOCAL",1,"3381245","20071627"
"100265","SATURDAY","24664740","DOWNTOWN SEATTLE, UNIVERSITY DISTRICT","LOCAL",1,"3381245","20071627"
"100265","SATURDAY","24664750","WEDGWOOD, UNIVERSITY DISTRICT","EXPRESS",0,"3381245","11071623"
"100265","SATURDAY","24664751","DOWNTOWN SEATTLE, UNIVERSITY DISTRICT","EXPRESS",1,"3381245","20071628"
"100266","SATURDAY","24664752","LAKE CITY, UNIVERSITY DISTRICT","EXPRESS",0,"3381245","11072275"
"100266","SATURDAY","24664753","DOWNTOWN SEATTLE, UNIVERSITY DISTRICT","EXPRESS",1,"3381245","20072278"
"100267","SATURDAY","24664763","JACKSON PARK","EXPRESS",0,"3381245","11073288"
"100267","SATURDAY","24664764","DOWNTOWN SEATTLE","EXPRESS",1,"3381245","20073293"
"100267","SATURDAY","24664771","JACKSON PARK, UNIVERSITY DISTRICT","LOCAL",0,"3381245","11073287"
"100267","SATURDAY","24664776","JACKSON PARK, UNIVERSITY DISTRICT","LOCAL",0,"3381245","11073287"
"100267","SATURDAY","24664777","DOWNTOWN SEATTLE, UNIVERSITY DISTRICT","LOCAL",1,"3381245","20073290"
"100267","SATURDAY","24664792","DOWNTOWN SEATTLE, UNIVERSITY DISTRICT","LOCAL",1,"3381245","20073292"
"100265","SATURDAY","24664715","WEDGWOOD, UNIVERSITY DISTRICT","LOCAL",0,"3381246","11071622"
"100266","SATURDAY","24664721","LAKE CITY, UNIVERSITY DISTRICT","EXPRESS",0,"3381246","11072274"
"100266","SATURDAY","24664722","DOWNTOWN SEATTLE, UNIVERSITY DISTRICT","EXPRESS",1,"3381246","20072278"
"100265","SATURDAY","24664725","WEDGWOOD, UNIVERSITY DISTRICT","EXPRESS",0,"3381246","11071624"
"100265","SATURDAY","24664726","DOWNTOWN SEATTLE, UNIVERSITY DISTRICT","EXPRESS",1,"3381246","20071628"
"100265","SATURDAY","24664736","DOWNTOWN SEATTLE, UNIVERSITY DISTRICT","LOCAL",1,"3381246","20071627"
"100266","SATURDAY","24664754","DOWNTOWN SEATTLE, UNIVERSITY DISTRICT","LOCAL",1,"3381246","20072277"
"100267","SATURDAY","24664765","JACKSON PARK","EXPRESS",0,"3381246","11073288"
"100267","SATURDAY","24664766","DOWNTOWN SEATTLE","EXPRESS",1,"3381246","20073293"
"100267","SATURDAY","24664774","JACKSON PARK","EXPRESS",0,"3381246","11073289"
"100267","SATURDAY","24664775","DOWNTOWN SEATTLE","EXPRESS",1,"3381246","20073293"
"100265","SATURDAY","24664716","WEDGWOOD, UNIVERSITY DISTRICT","LOCAL",0,"3381247","11071622"
"100266","SATURDAY","24664717","LAKE CITY, UNIVERSITY DISTRICT","LOCAL",0,"3381247","11072273"
"100266","SATURDAY","24664718","DOWNTOWN SEATTLE, UNIVERSITY DISTRICT","LOCAL",1,"3381247","20072276"
"100265","SATURDAY","24664741","DOWNTOWN SEATTLE, UNIVERSITY DISTRICT","LOCAL",1,"3381247","20071627"
"100267","SATURDAY","24664769","JACKSON PARK, UNIVERSITY DISTRICT","LOCAL",0,"3381247","11073287"
"100267","SATURDAY","24664770","DOWNTOWN SEATTLE, UNIVERSITY DISTRICT","LOCAL",1,"3381247","20073292"
"100023","SATURDAY","24665556","DOWNTOWN SEATTLE, GEORGETOWN","LOCAL",1,"3381247","10124056"
"100023","SATURDAY","24665557","TUKWILA LINK STATION, GEORGETOWN","LOCAL",0,"3381247","21124057"
"100101","SATURDAY","24664665","DOWNTOWN SEATTLE, VIA 35TH AVE SW","LOCAL",1,"3381248","10021372"
"100101","SATURDAY","24664704","DOWNTOWN SEATTLE, VIA 35TH AVE SW","LOCAL",1,"3381248","10021372"
"100265","SATURDAY","24664734","DOWNTOWN SEATTLE, UNIVERSITY DISTRICT","LOCAL",1,"3381248","20071627"
"100101","SATURDAY","24664747","DOWNTOWN SEATTLE, VIA 35TH AVE SW","LOCAL",1,"3381248","10021372"
"100101","SATURDAY","24664748","DOWNTOWN SEATTLE, VIA 35TH AVE SW","LOCAL",1,"3381248","10021372"
"100267","SATURDAY","24664773","JACKSON PARK, UNIVERSITY DISTRICT","LOCAL",0,"3381248","11073287"
"100101","SATURDAY","24664781","DOWNTOWN SEATTLE, VIA 35TH AVE SW","LOCAL",1,"3381248","10021372"
"100101","SATURDAY","24664788","WESTWOOD VILLAGE, VIA 35TH AVE SW","LOCAL",0,"3381248","21021375"
"100229","SATURDAY","24664851","DOWNTOWN SEATTLE, GREENWOOD","LOCAL",1,"3381248","20005154"
"100229","SATURDAY","24664852","SHORELINE, GREENWOOD","LOCAL",0,"3381248","11005153"
"100229","SATURDAY","24664875","DOWNTOWN SEATTLE, GREENWOOD","LOCAL",1,"3381248","20005154"
"100229","SATURDAY","24664876","SHORELINE, GREENWOOD","LOCAL",0,"3381248","11005153"
"100229","SATURDAY","24664879","DOWNTOWN SEATTLE, GREENWOOD","LOCAL",1,"3381248","20005154"
"100229","SATURDAY","24664880","SHORELINE, GREENWOOD","LOCAL",0,"3381248","11005153"
"100229","SATURDAY","24664883","DOWNTOWN SEATTLE, GREENWOOD","LOCAL",1,"3381248","20005154"
"100229","SATURDAY","24664884","SHORELINE, GREENWOOD","LOCAL",0,"3381248","11005153"
"100229","SATURDAY","24664952","DOWNTOWN SEATTLE, GREENWOOD","LOCAL",1,"3381248","20005154"
"100229","SATURDAY","24664953","SHORELINE, GREENWOOD","LOCAL",0,"3381248","11005153"
"100101","SATURDAY","24665073","WESTWOOD VILLAGE, VIA 35TH AVE SW","LOCAL",0,"3381248","21021375"
"100101","SATURDAY","24665080","WESTWOOD VILLAGE, VIA 35TH AVE SW","LOCAL",0,"3381248","21021375"
"100101","SATURDAY","24665087","WESTWOOD VILLAGE, VIA 35TH AVE SW","LOCAL",0,"3381248","21021375"
"100101","SATURDAY","24665094","WESTWOOD VILLAGE, VIA 35TH AVE SW","LOCAL",0,"3381248","21021374"
"100023","SATURDAY","24665558","TUKWILA LINK STATION, GEORGETOWN","LOCAL",0,"3381248","21124057"
"102574","SATURDAY","24664964","DOWNTOWN SEATTLE, FREMONT","LOCAL",1,"3381249","20040018"
"102574","SATURDAY","24664972","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381249","20040014"
"102574","SATURDAY","24664984","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381249","20040014"
"102574","SATURDAY","24664996","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381249","20040014"
"102574","SATURDAY","24665008","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381249","20040014"
"102574","SATURDAY","24665014","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381249","20040014"
"102574","SATURDAY","24665018","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381249","20040015"
"102574","SATURDAY","24665021","NORTHGATE, FREMONT","LOCAL",0,"3381249","11040011"
"102574","SATURDAY","24665029","NORTHGATE, FREMONT","LOCAL",0,"3381249","11040011"
"102574","SATURDAY","24665041","NORTHGATE, FREMONT","LOCAL",0,"3381249","11040011"
"102574","SATURDAY","24665053","NORTHGATE, FREMONT","LOCAL",0,"3381249","11040011"
"102574","SATURDAY","24665065","NORTHGATE, FREMONT","LOCAL",0,"3381249","11040011"
"102574","SATURDAY","24665070","NORTHGATE, FREMONT","LOCAL",0,"3381249","11040011"
"102574","SATURDAY","24664967","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381250","20040014"
"102574","SATURDAY","24664979","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381250","20040014"
"102574","SATURDAY","24664991","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381250","20040014"
"102574","SATURDAY","24665003","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381250","20040014"
"102574","SATURDAY","24665019","NORTHGATE, FREMONT","LOCAL",0,"3381250","11040013"
"102574","SATURDAY","24665024","NORTHGATE, FREMONT","LOCAL",0,"3381250","11040011"
"102574","SATURDAY","24665036","NORTHGATE, FREMONT","LOCAL",0,"3381250","11040011"
"102574","SATURDAY","24665048","NORTHGATE, FREMONT","LOCAL",0,"3381250","11040011"
"102574","SATURDAY","24665060","NORTHGATE, FREMONT","LOCAL",0,"3381250","11040012"
"102574","SATURDAY","24664965","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381251","20040016"
"102574","SATURDAY","24664975","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381251","20040014"
"102574","SATURDAY","24664987","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381251","20040014"
"102574","SATURDAY","24664999","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381251","20040014"
"102574","SATURDAY","24665022","NORTHGATE, FREMONT","LOCAL",0,"3381251","11040011"
"102574","SATURDAY","24665032","NORTHGATE, FREMONT","LOCAL",0,"3381251","11040011"
"102574","SATURDAY","24665044","NORTHGATE, FREMONT","LOCAL",0,"3381251","11040011"
"102574","SATURDAY","24665056","NORTHGATE, FREMONT","LOCAL",0,"3381251","11040012"
"102574","SATURDAY","24664966","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381252","20040016"
"102574","SATURDAY","24664977","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381252","20040014"
"102574","SATURDAY","24664989","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381252","20040014"
"102574","SATURDAY","24665001","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381252","20040014"
"102574","SATURDAY","24665023","NORTHGATE, FREMONT","LOCAL",0,"3381252","11040011"
"102574","SATURDAY","24665034","NORTHGATE, FREMONT","LOCAL",0,"3381252","11040011"
"102574","SATURDAY","24665046","NORTHGATE, FREMONT","LOCAL",0,"3381252","11040011"
"102574","SATURDAY","24665058","NORTHGATE, FREMONT","LOCAL",0,"3381252","11040012"
"102574","SATURDAY","24664970","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381253","20040014"
"102574","SATURDAY","24664982","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381253","20040014"
"102574","SATURDAY","24664994","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381253","20040014"
"102574","SATURDAY","24665006","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381253","20040014"
"102574","SATURDAY","24665013","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381253","20040014"
"102574","SATURDAY","24665020","NORTHGATE, FREMONT","LOCAL",0,"3381253","11040013"
"102574","SATURDAY","24665027","NORTHGATE, FREMONT","LOCAL",0,"3381253","11040011"
"102574","SATURDAY","24665039","NORTHGATE, FREMONT","LOCAL",0,"3381253","11040011"
"102574","SATURDAY","24665051","NORTHGATE, FREMONT","LOCAL",0,"3381253","11040011"
"102574","SATURDAY","24665063","NORTHGATE, FREMONT","LOCAL",0,"3381253","11040011"
"102574","SATURDAY","24665672","NORTHGATE, FREMONT","LOCAL",0,"3381253","11040012"
"102574","SATURDAY","24664968","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381254","20040016"
"102574","SATURDAY","24664980","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381254","20040014"
"102574","SATURDAY","24664992","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381254","20040014"
"102574","SATURDAY","24665004","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381254","20040014"
"102574","SATURDAY","24665012","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381254","20040014"
"102574","SATURDAY","24665017","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381254","20040015"
"102574","SATURDAY","24665025","NORTHGATE, FREMONT","LOCAL",0,"3381254","11040011"
"102574","SATURDAY","24665037","NORTHGATE, FREMONT","LOCAL",0,"3381254","11040011"
"102574","SATURDAY","24665049","NORTHGATE, FREMONT","LOCAL",0,"3381254","11040011"
"102574","SATURDAY","24665061","NORTHGATE, FREMONT","LOCAL",0,"3381254","11040011"
"102574","SATURDAY","24665069","NORTHGATE, FREMONT","LOCAL",0,"3381254","11040011"
"102574","SATURDAY","24664969","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381255","20040016"
"102574","SATURDAY","24664981","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381255","20040014"
"102574","SATURDAY","24664993","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381255","20040014"
"102574","SATURDAY","24665005","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381255","20040014"
"102574","SATURDAY","24665026","NORTHGATE, FREMONT","LOCAL",0,"3381255","11040011"
"102574","SATURDAY","24665038","NORTHGATE, FREMONT","LOCAL",0,"3381255","11040011"
"102574","SATURDAY","24665050","NORTHGATE, FREMONT","LOCAL",0,"3381255","11040011"
"102574","SATURDAY","24665062","NORTHGATE, FREMONT","LOCAL",0,"3381255","11040012"
"102574","SATURDAY","24664971","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381256","20040016"
"102574","SATURDAY","24664983","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381256","20040014"
"102574","SATURDAY","24664995","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381256","20040014"
"102574","SATURDAY","24665007","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381256","20040014"
"102574","SATURDAY","24665028","NORTHGATE, FREMONT","LOCAL",0,"3381256","11040011"
"102574","SATURDAY","24665040","NORTHGATE, FREMONT","LOCAL",0,"3381256","11040011"
"102574","SATURDAY","24665052","NORTHGATE, FREMONT","LOCAL",0,"3381256","11040011"
"102574","SATURDAY","24665064","NORTHGATE, FREMONT","LOCAL",0,"3381256","11040012"
"102574","SATURDAY","24664973","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381257","20040016"
"102574","SATURDAY","24664985","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381257","20040014"
"102574","SATURDAY","24664997","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381257","20040014"
"102574","SATURDAY","24665030","NORTHGATE, FREMONT","LOCAL",0,"3381257","11040011"
"102574","SATURDAY","24665042","NORTHGATE, FREMONT","LOCAL",0,"3381257","11040011"
"102574","SATURDAY","24665054","NORTHGATE, FREMONT","LOCAL",0,"3381257","11040012"
"102574","SATURDAY","24664974","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381258","20040016"
"102574","SATURDAY","24664986","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381258","20040014"
"102574","SATURDAY","24664998","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381258","20040014"
"102574","SATURDAY","24665009","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381258","20040014"
"102574","SATURDAY","24665015","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381258","20040014"
"102574","SATURDAY","24665031","NORTHGATE, FREMONT","LOCAL",0,"3381258","11040011"
"102574","SATURDAY","24665043","NORTHGATE, FREMONT","LOCAL",0,"3381258","11040011"
"102574","SATURDAY","24665055","NORTHGATE, FREMONT","LOCAL",0,"3381258","11040011"
"102574","SATURDAY","24665066","NORTHGATE, FREMONT","LOCAL",0,"3381258","11040011"
"102574","SATURDAY","24665673","NORTHGATE, FREMONT","LOCAL",0,"3381258","11040012"
"102574","SATURDAY","24664976","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381259","20040016"
"102574","SATURDAY","24664988","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381259","20040014"
"102574","SATURDAY","24665000","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381259","20040014"
"102574","SATURDAY","24665010","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381259","20040014"
"102574","SATURDAY","24665016","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381259","20040014"
"102574","SATURDAY","24665033","NORTHGATE, FREMONT","LOCAL",0,"3381259","11040011"
"102574","SATURDAY","24665045","NORTHGATE, FREMONT","LOCAL",0,"3381259","11040011"
"102574","SATURDAY","24665057","NORTHGATE, FREMONT","LOCAL",0,"3381259","11040011"
"102574","SATURDAY","24665067","NORTHGATE, FREMONT","LOCAL",0,"3381259","11040011"
"102574","SATURDAY","24665071","NORTHGATE, FREMONT","LOCAL",0,"3381259","11040012"
"102574","SATURDAY","24664978","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381260","20040016"
"102574","SATURDAY","24664990","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381260","20040014"
"102574","SATURDAY","24665002","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381260","20040014"
"102574","SATURDAY","24665011","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3381260","20040014"
"102574","SATURDAY","24665035","NORTHGATE, FREMONT","LOCAL",0,"3381260","11040011"
"102574","SATURDAY","24665047","NORTHGATE, FREMONT","LOCAL",0,"3381260","11040011"
"102574","SATURDAY","24665059","NORTHGATE, FREMONT","LOCAL",0,"3381260","11040011"
"102574","SATURDAY","24665068","NORTHGATE, FREMONT","LOCAL",0,"3381260","11040012"
"100101","SATURDAY","24664652","WESTWOOD VILLAGE, VIA 35TH AVE SW","LOCAL",0,"3381261","21021374"
"100101","SATURDAY","24664657","DOWNTOWN SEATTLE, VIA 35TH AVE SW","LOCAL",1,"3381261","10021372"
"100101","SATURDAY","24664659","WESTWOOD VILLAGE, VIA 35TH AVE SW","LOCAL",0,"3381261","21021375"
"100101","SATURDAY","24664662","WESTWOOD VILLAGE, VIA 35TH AVE SW","LOCAL",0,"3381261","21021375"
"100101","SATURDAY","24664676","WESTWOOD VILLAGE, VIA 35TH AVE SW","LOCAL",0,"3381261","21021374"
"100101","SATURDAY","24664677","DOWNTOWN SEATTLE, VIA 35TH AVE SW","LOCAL",1,"3381261","10021372"
"100101","SATURDAY","24664688","WESTWOOD VILLAGE, VIA 35TH AVE SW","LOCAL",0,"3381261","21021375"
"100101","SATURDAY","24664690","WESTWOOD VILLAGE, VIA 35TH AVE SW","LOCAL",0,"3381261","21021375"
"100101","SATURDAY","24664744","DOWNTOWN SEATTLE, VIA 35TH AVE SW","LOCAL",1,"3381261","10021372"
"100229","SATURDAY","24664853","DOWNTOWN SEATTLE, GREENWOOD","LOCAL",1,"3381261","20005154"
"100229","SATURDAY","24664872","SHORELINE, GREENWOOD","LOCAL",0,"3381261","11005153"
"100229","SATURDAY","24664873","DOWNTOWN SEATTLE, GREENWOOD","LOCAL",1,"3381261","20005154"
"100229","SATURDAY","24664877","DOWNTOWN SEATTLE, GREENWOOD","LOCAL",1,"3381261","20005154"
"100229","SATURDAY","24664906","SHORELINE, GREENWOOD","LOCAL",0,"3381261","11005153"
"100229","SATURDAY","24664910","SHORELINE, GREENWOOD","LOCAL",0,"3381261","11005153"
"100229","SATURDAY","24664916","SHORELINE, GREENWOOD","LOCAL",0,"3381261","11005153"
"100229","SATURDAY","24664949","DOWNTOWN SEATTLE, GREENWOOD","LOCAL",1,"3381261","20005154"
"100229","SATURDAY","24664950","DOWNTOWN SEATTLE, GREENWOOD","LOCAL",1,"3381261","20005154"
"100229","SATURDAY","24664956","SHORELINE, GREENWOOD","LOCAL",0,"3381261","11005153"
"100229","SATURDAY","24664962","DOWNTOWN SEATTLE, GREENWOOD","LOCAL",1,"3381261","20005154"
"100101","SATURDAY","24665106","DOWNTOWN SEATTLE, VIA 35TH AVE SW","LOCAL",1,"3381261","10021372"
"100101","SATURDAY","24665110","DOWNTOWN SEATTLE, VIA 35TH AVE SW","LOCAL",1,"3381261","10021372"
"100101","SATURDAY","24664654","WESTWOOD VILLAGE, VIA 35TH AVE SW","LOCAL",0,"3381262","21021375"
"100101","SATURDAY","24664656","WESTWOOD VILLAGE, VIA 35TH AVE SW","LOCAL",0,"3381262","21021375"
"100101","SATURDAY","24664678","WESTWOOD VILLAGE, VIA 35TH AVE SW","LOCAL",0,"3381262","21021374"
"100101","SATURDAY","24664782","DOWNTOWN SEATTLE, VIA 35TH AVE SW","LOCAL",1,"3381262","10021372"
"100229","SATURDAY","24664841","DOWNTOWN SEATTLE, GREENWOOD","LOCAL",1,"3381262","20005154"
"100229","SATURDAY","24664842","SHORELINE, GREENWOOD","LOCAL",0,"3381262","11005153"
"100229","SATURDAY","24664843","DOWNTOWN SEATTLE, GREENWOOD","LOCAL",1,"3381262","20005154"
"100229","SATURDAY","24664874","SHORELINE, GREENWOOD","LOCAL",0,"3381262","11005153"
"100229","SATURDAY","24664878","SHORELINE, GREENWOOD","LOCAL",0,"3381262","11005153"
"100229","SATURDAY","24664885","DOWNTOWN SEATTLE, GREENWOOD","LOCAL",1,"3381262","20005154"
"100229","SATURDAY","24664945","DOWNTOWN SEATTLE, GREENWOOD","LOCAL",1,"3381262","20005154"
"100229","SATURDAY","24664951","SHORELINE, GREENWOOD","LOCAL",0,"3381262","11005153"
"100101","SATURDAY","24665099","WESTWOOD VILLAGE, VIA 35TH AVE SW","LOCAL",0,"3381262","21021374"
"100101","SATURDAY","24665111","DOWNTOWN SEATTLE, VIA 35TH AVE SW","LOCAL",1,"3381262","10021372"
"100101","SATURDAY","24665115","DOWNTOWN SEATTLE, VIA 35TH AVE SW","LOCAL",1,"3381262","10021372"
"100101","SATURDAY","24665120","DOWNTOWN SEATTLE, VIA 35TH AVE SW","LOCAL",1,"3381262","10021372"
"100101","SATURDAY","24664669","WESTWOOD VILLAGE, VIA 35TH AVE SW","LOCAL",0,"3381263","21021375"
"100101","SATURDAY","24664671","WESTWOOD VILLAGE, VIA 35TH AVE SW","LOCAL",0,"3381263","21021375"
